ID	GENE_SYMBOL
11403	WWTR1
11405	RFX3
11406	EPHA4
11407	LINC00313
11408	LOC100506678
11411	XLOC_008966
11412	CD40
11413	SNORD114-18
11414	KNTC1
11415	XLOC_008100
11416	SNORA11D
11417	XLOC_013712
11418	TRIM8
11419	XLOC_l2_003627
11421	CASC4
11422	XLOC_007942
11423	XLOC_l2_003295
11424	XLOC_012984
11425	RTN4R
11427	LOC339894
11428	ALOX5
11429	XLOC_001980
11431	EIF4A1
11432	LPIN2
11433	XLOC_006141
11434	SEL1L2
11435	WDFY2
11436	FAM208A
11437	GDF9
11438	GIF
11439	ALDH3A1
11440	XLOC_003070
11441	FAM134A
11442	C8orf58
11443	NDUFAF3
11444	XLOC_l2_006812
11446	XLOC_l2_009159
11448	CAPZA3
11449	STK19
11450	HEBP1
11452	SSFA2
11453	XLOC_l2_015803
11454	LOC283856
11455	XLOC_001591
11456	LOC115110
11457	SCML2
11458	PSEN2
11459	LOC100506301
11460	XLOC_011645
11461	GVINP1
11462	LOC100128682
11463	XLOC_010816
11464	LOC100126447
11465	YPEL5
11467	TWF2
11468	KRT16P3
11469	XLOC_l2_011744
11470	ACTG1
11471	HOXD9
11472	PFDN6
11473	XLOC_004743
11475	LOC441025
11477	TBC1D13
11478	TNFSF18
11479	CDK11B
11480	ZNF333
11481	ANKRD30BP2
11482	AHCTF1
11483	MICB
11484	PNLDC1
11485	LOC100133161
11487	OR7C2
11488	SOX13
11490	HDDC2
11491	IL20RA
11492	XLOC_001767
11493	DEPTOR
11494	CCDC85C
11495	XLOC_002746
11496	COMMD8
11497	LOC100506374
11498	MEOX1
11499	ITGB2
11500	XLOC_006934
11502	MTHFSD
11503	ASB11
11504	SPTB
11505	ATRX
11506	NBPF6
11508	ENGASE
11510	FAM122B
11512	LOC283624
11513	HS1BP3
11514	MSH2
11515	XLOC_007099
11516	PLP2
11517	SLA2
11519	PPT1
11520	ANKRD62
11521	BIVM
11522	XLOC_003202
11523	LMAN1
11524	ZNF385A
11525	SAR1A
11526	XLOC_000670
11527	SLC20A2
11528	STX3
11530	RBBP4
11531	CAPRIN2
11532	XLOC_013742
11534	XLOC_010727
11535	DCP2
11537	BUB3
11538	XLOC_003588
11539	XLOC_004916
11541	XLOC_013993
11543	XLOC_005369
11544	HAS2
11545	PPP4R1L
11546	XLOC_l2_012727
11547	PIK3R4
11549	CAMSAP3
11550	LOC100506530
11551	NAIP
11552	MYL1
11553	XLOC_005110
11554	XLOC_009089
11555	TRDMT1
11556	LRIG2
11557	C19orf18
11558	PLEKHA2
11560	XLOC_l2_013873
11562	XLOC_004456
11563	LOC400236
11564	XLOC_l2_012847
11565	CCDC141
11566	XLOC_011348
11567	XLOC_004286
11568	VCP
11569	FADS2
11570	IGLL5
11571	GNGT1
11572	PRPF31
11573	LOC100506847
11575	LUM
11576	OR7C2
11577	GPR110
11579	CXCL12
11580	PPP1R13L
11581	DKFZP564C196
11582	ABCC10
11583	SNORD59A
11584	MLH1
11585	XLOC_006270
11586	MECOM
11587	ACTR3
11588	C17orf51
11590	XLOC_007372
11591	ATP2B1
11592	TFCP2L1
11593	PHF17
11594	MMP9
11595	PHF20L1
11596	LOC100507325
11597	FAM188A
11598	C15orf34
11599	XLOC_000624
11600	XLOC_006332
11603	GUCY1A3
11604	XLOC_l2_011291
11605	RBM14
11607	TMEM2
11608	XLOC_014264
11609	TP73
11610	TIMM8B
11611	UBN2
11612	FLJ32224
11613	PNPLA2
11614	LOC400550
11615	XLOC_000397
11616	LOC643783
11617	BOLL
11618	JRK
11619	XLOC_004544
11620	VAMP7
11621	XLOC_005077
11622	NEIL2
11623	FAM9C
11624	GBE1
11626	MAP3K5
11627	BANK1
11628	HN1
11631	ACAT1
11632	XLOC_004577
11633	PDCL3
11635	XLOC_009815
11636	IFNW1
11637	XLOC_004574
11638	IQSEC3
11639	XLOC_002499
11640	XLOC_000677
11641	XLOC_002142
11642	LRRC6
11643	TBCCD1
11644	XLOC_011441
11645	EPS15
11646	PRKRIP1
11647	FLJ23865
11648	SDCBP2
11649	GUCY1A3
11650	TMEM185B
11651	SLC47A1
11652	XLOC_l2_010064
11653	DTL
11654	LOC100292680
11655	XLOC_007972
11656	XLOC_l2_006994
11658	DGUOK
11659	EIF3L
11660	SDHAF2
11661	XLOC_l2_009313
11662	CYP1B1
11663	DYDC2
11664	PMFBP1
11666	HMBS
11667	RNF112
11668	AMACR
11669	XLOC_009652
11670	XLOC_000264
11672	XLOC_l2_007167
11673	PIAS4
11674	CXorf59
11676	XLOC_007477
11677	ZFYVE26
11678	F3
11679	PTPRC
11680	TARS
11682	C1orf9
11683	XLOC_002727
11684	XLOC_001345
11685	LOC100129233
11686	FBXO17
11687	SPATA17
11688	WNT10B
11689	LRRFIP2
11690	ABHD11
11691	C16orf86
11692	LOC100506990
11693	MGAT4C
11694	HSBP1
11695	SYTL1
11696	OIP5-AS1
11697	SPACA5
11698	TMEM185B
11699	XLOC_009779
11700	CNN3
11701	ATF5
11702	LOC339442
11703	XLOC_007052
11704	ZNF14
11705	DNAJC4
11706	NHEG1
11707	XLOC_l2_009159
11708	XLOC_008848
11709	PTPN11
11711	XLOC_012618
11712	XLOC_007162
11713	RNF43
11714	CCDC135
11715	TPTE2P1
11716	XLOC_004122
11717	MYO1G
11718	FAM201B
11719	XLOC_010233
11721	CEBPZ
11722	LOC100652832
11723	GTF2IRD1
11724	TLN2
11725	XLOC_003863
11726	LALBA
11727	RBM14
11728	PLK4
11729	FAM21C
11731	NUCKS1
11732	RBM8A
11733	FNDC3B
11734	KLHL6
11735	FASTKD5
11736	PRLR
11737	LOC728537
11738	ITGBL1
11739	XLOC_004398
11740	XLOC_l2_015766
11741	DTL
11743	MPZ
11744	C18orf21
11745	FAHD1
11746	WDR89
11747	LRP4
11748	CSNK1G3
11749	ZSCAN21
11750	PTPRC
11751	XLOC_l2_005130
11753	ZC3H10
11754	SRRT
11755	B3GALT5
11756	MEAF6
11758	IGBP1
11759	ABCB5
11760	PAX4
11761	XLOC_012857
11762	SKOR1
11763	TOP2A
11765	LGSN
11766	XLOC_013564
11769	SEPT14
11770	SLC25A30
11771	TMPRSS15
11772	LHX3
11773	ATP5SL
11774	TNRC18
11775	RNF115
11776	SEC14L3
11777	NFKBIA
11778	LIMS2
11779	NRXN1
11780	TMEM45A
11781	OPN3
11782	LOC388796
11783	LINC00277
11784	PRSS35
11785	GPRIN2
11786	DBH
11787	BEST1
11788	SLC39A11
11789	KIAA0090
11790	LOC100652822
11791	ZMYM4
11793	XLOC_011672
11794	MYPN
11797	VAT1
11801	TMEM184B
11802	GNL3
11803	KIF5B
11804	SPANXA2-OT1
11805	MTX1
11806	HPGDS
11807	CKAP2
11808	XLOC_002900
11809	IL25
11810	MAPK8IP3
11811	XLOC_l2_014806
11812	CYP4B1
11813	AGXT2L2
11814	PKHD1
11815	APH1A
11816	EFCAB4B
11820	ANKRD7
11821	CTC1
11822	XLOC_005803
11824	TIAM2
11825	ACACB
11827	CCDC130
11828	CCL7
11830	PRMT6
11831	PSIP1
11833	TMEM81
11834	IL1B
11835	CPSF3L
11837	AKAP5
11839	CDK5RAP2
11840	SEC62
11842	FBXO36
11843	NPDC1
11844	XLOC_l2_003414
11845	EMP2
11846	MARC2
11847	OR5K2
11848	ZCCHC14
11849	KCNS3
11850	XLOC_008688
11851	TRIM7
11852	EIF4A1
11853	LOC100129931
11854	EPHX1
11855	MMP13
11856	ERBB2
11857	NPY2R
11858	YPEL5
11859	RALGPS2
11860	XLOC_l2_013873
11861	XLOC_013875
11862	XLOC_004093
11863	FAM162A
11865	FERMT2
11866	ELTD1
11867	LOC285000
11868	ARHGEF9
11869	SHMT1
11870	VAMP1
11871	ORAI2
11872	XLOC_001504
11873	LOC284191
11874	ZNF571
11875	SLC41A3
11876	XLOC_l2_007541
11877	LOC344595
11879	PRPF3
11880	TRIP13
11881	SNHG11
11882	APOB
11883	SPRED3
11884	CNOT6L
11885	SNAP91
11886	SH3GLB2
11887	STARD13
11888	MEPE
11889	XLOC_l2_013390
11890	XLOC_l2_012931
11891	NKAIN3
11892	XLOC_l2_008017
11893	XLOC_003712
11894	PHLDA2
11897	LOC100507653
11898	DDHD1
11899	XLOC_003964
11900	LRRC6
11901	CPO
11902	GTSCR1
11903	XLOC_004073
11904	KDM4C
11905	LOC286442
11906	ORC2
11907	C10orf90
11909	LOC100128881
11910	FAM182B
11912	NOB1
11913	XLOC_011361
11914	TRPV1
11915	XLOC_004058
11916	PI4KAP1
11918	PCDH10
11919	XLOC_007868
11920	HDAC10
11921	CCAR1
11922	LOC100507461
11925	ZNF70
11926	MLL
11927	NMI
11928	RNASET2
11929	XLOC_005932
11930	LOC100652758
11931	NEUROG2
11932	SAMM50
11933	CBWD5
11934	UTP11L
11935	SPEN
11937	TRAF2
11938	C21orf81
11939	HSPG2
11940	DLK1
11941	MLL5
11942	XLOC_008419
11944	SURF2
11945	LAMP2
11946	BTBD9
11947	PSMC3
11948	XLOC_001871
11949	LRRC8B
11950	PLEKHM3
11952	HOOK3
11953	KDELC1
11954	LOC100130830
11955	KCNK18
11956	MPRIP
11957	XLOC_011525
11958	WNK2
11959	LOC100505902
11960	FCGR1B
11962	RPE65
11963	ECI2
11964	XLOC_006677
11967	XLOC_003505
11968	PABPC4
11970	FANCM
11971	TMCC1
11972	HPGDS
11973	TMEM164
11974	CMTM1
11975	XLOC_000984
11977	ALKBH3
11978	ULBP1
11981	FHL2
11982	XLOC_l2_013530
11983	XLOC_009403
11984	LOC642422
11985	LOC401093
11986	CYTL1
11987	XLOC_000567
11988	XLOC_006229
11989	TFRC
11990	CEMP1
11991	XLOC_012687
11992	COL7A1
11993	TADA3
11994	MBIP
11995	SENP7
11996	XLOC_002899
11997	EBF1
11998	RBBP4
11999	FAM192A
12000	XLOC_009459
12001	AUTS2
12002	S100A3
12003	CACNA1C
12004	ERGIC2
12005	DMTF1
12006	LOC728671
12007	SPA17
12008	PPP1R26
12010	TBCCD1
12013	ZNRD1-AS1
12014	ZNF701
12015	FAM86FP
12016	LOC100268168
12017	FAM136A
12018	RTN4IP1
12019	DIRC2
12020	XLOC_l2_005871
12021	LOC100506563
12022	TOR1B
12023	SLC6A7
12025	FAM43A
12026	TMEM11
12027	CAPZA1
12028	DOCK11
12029	TBC1D22A
12031	LINC00474
12032	ACTA1
12034	XLOC_l2_015789
12035	PCDHAC2
12036	SNORD114-5
12037	PRKAR2A
12038	LOC388630
12039	IL25
12040	FGF8
12041	LINC00493
12042	DISC1
12044	CTU1
12045	DDX24
12046	XLOC_l2_009883
12047	XLOC_000939
12051	BMX
12052	XLOC_008018
12053	XLOC_001219
12054	LOC100506594
12055	LOC644714
12056	XLOC_006771
12057	XLOC_l2_015003
12058	HOXA10
12059	PAH
12060	RCL1
12061	CFH
12062	BCAR4
12063	ZNF518A
12064	LINC00029
12065	EHMT1
12066	XLOC_001880
12068	RAD21-AS1
12071	NEUROD4
12072	XLOC_006487
12073	GRINA
12074	TTLL8
12075	ANKRD26P1
12076	KATNB1
12077	XLOC_003519
12078	FCGR1B
12079	C12orf39
12080	XLOC_000337
12081	XLOC_003974
12082	GPR173
12083	CAPNS1
12084	FCAMR
12085	MIOX
12086	IL2
12087	UBE2N
12088	KRTAP2-4
12089	FLJ90757
12090	XLOC_012115
12091	XLOC_l2_014645
12092	XLOC_004099
12093	UNC93B1
12094	C1orf106
12095	PMP22
12096	ANXA7
12097	XLOC_008346
12098	TFAP2C
12099	XLOC_011367
12100	DOC2B
12101	CYP20A1
12102	SENP1
12104	LOC729177
12105	FRMPD3
12106	XLOC_l2_015121
12107	XLOC_l2_012791
12109	LOC100508120
12110	MFN1
12111	EDAR
12112	C19orf76
12113	XLOC_l2_002355
12114	C14orf23
12115	RADIL
12116	RUFY4
12117	RND3
12120	XLOC_l2_015216
12121	AEN
12122	DMBT1
12123	DISC1
12124	XLOC_010971
12125	XLOC_012112
12126	MTMR10
12127	XLOC_l2_012397
12128	FLJ30901
12129	SLC10A2
12130	DNAJC18
12131	XLOC_009180
12132	XLOC_012253
12133	OTUB2
12134	XLOC_008691
12135	CETN1
12136	COLEC11
12138	AKR1D1
12142	LOC285141
12143	BRP44
12144	ACO2
12145	IL18RAP
12146	ISLR
12147	PYGO1
12148	C6orf226
12149	XLOC_l2_015535
12150	SPAG1
12151	XLOC_l2_006939
12153	RALA
12154	XLOC_007094
12156	AFF3
12157	HIST1H3E
12158	ZNF295
12159	ZFAND4
12160	NSD1
12161	LOC100128402
12162	PIEZO1
12163	NNAT
12164	FLJ30838
12165	XLOC_l2_015213
12166	FARP1
12167	WISP2
12168	TRAM1
12169	XLOC_011397
12170	PRKD1
12171	TMEM223
12172	CDK4
12173	XLOC_014368
12175	XLOC_l2_014219
12176	TRIM14
12177	EXOC6B
12178	PAK1IP1
12179	FOXF1
12180	EML5
12181	CCR5
12182	GPNMB
12184	XLOC_012111
12185	ASPSCR1
12186	PPA1
12188	SNORD56B
12189	C15orf2
12190	CXorf40B
12191	XLOC_l2_006101
12192	HTR6
12193	UNQ6975
12195	GK
12197	TUBB
12198	PTPN11
12199	CDC16
12203	BAZ1A
12204	FAM83H
12205	PUM1
12206	TMEM161A
12207	NOS2
12208	XLOC_004299
12209	ARMC4
12210	LOC100131089
12211	EPYC
12212	MST1
12213	OR8J1
12214	XLOC_l2_003644
12215	SKIV2L2
12216	NPSR1
12217	PUM1
12218	LOC100505683
12219	DAD1
12220	HSPH1
12221	Q41718
12222	CHAF1B
12223	CNTRL
12224	TMTC4
12225	GPX6
12227	EMP2
12228	KAT7
12229	UBB
12230	IL15
12231	PSKH1
12232	SP4
12233	SYK
12234	INSM1
12235	KIF2B
12236	GBP7
12237	MOB3B
12238	RDH11
12239	RSF1
12240	DLX1
12241	SMG8
12242	TMOD1
12243	MARCH7
12244	FCRL3
12245	GLT8D1
12246	FAM106CP
12247	FLJ45139
12248	SYNJ2
12249	GCFC1
12250	C7orf55
12252	XLOC_009473
12253	XLOC_l2_005179
12254	COPS6
12255	C14orf133
12258	FLJ13197
12259	MYOM3
12260	VHL
12261	LOC100506297
12262	XLOC_l2_001011
12263	PDE7A
12264	XLOC_004256
12265	XLOC_l2_014589
12266	LOC100506478
12267	XLOC_003460
12268	VAMP2
12270	SERPINC1
12271	WHAMMP2
12272	INSL4
12273	C5orf58
12274	KCNMB1
12275	ZNF408
12276	LOC100505683
12277	ANKDD1A
12278	PKD1
12281	PRMT7
12282	LOC100507616
12283	BMP8B
12284	ULBP3
12285	DAPK1
12286	NPC1
12288	TNFRSF11B
12289	XLOC_l2_007424
12291	LYSMD2
12293	PAQR3
12294	TFDP2
12295	FBXW2
12297	LOC646813
12299	SH3PXD2A
12300	XLOC_004256
12301	DGCR5
12302	XLOC_014029
12303	LOC641365
12305	XLOC_010455
12306	CNTNAP3B
12307	XLOC_007770
12308	PPIL6
12310	XLOC_008445
12311	MAP2K3
12313	FGD6
12316	STAU2
12317	TIMD4
12318	XLOC_006159
12319	OR5B2
12320	POLR2J2
12321	SEMA7A
12322	XLOC_001331
12323	OR6C2
12324	MIAT
12325	AUTS2
12326	XLOC_l2_004157
12328	LOC729291
12329	PEAK1
12330	FSTL3
12331	CHIC2
12332	XLOC_012845
12333	CPNE2
12334	FAM98C
12335	GIMAP2
12336	C19orf29-AS1
12337	NAB1
12338	XLOC_007342
12339	XLOC_014105
12341	HNRNPU-AS1
12342	XLOC_013308
12343	KIAA0586
12344	NHP2L1
12345	RPS6KB1
12346	STX11
12347	CA6
12348	ZNF417
12349	SLITRK5
12350	UBAP1
12351	XLOC_l2_003188
12352	XLOC_010309
12353	XLOC_l2_007395
12354	KEAP1
12356	SCARNA5
12357	XLOC_007402
12358	XLOC_003435
12359	ADRB2
12360	XLOC_013559
12362	FBXO11
12363	PCDHB11
12364	LINC00313
12365	XLOC_005557
12367	SLC30A5
12368	XLOC_005793
12369	XLOC_l2_003903
12370	SCARA3
12371	XLOC_011949
12372	LOC100507468
12373	XLOC_001075
12374	TP53TG5
12375	C16orf72
12376	XLOC_l2_014566
12377	OTOGL
12378	ADORA2A
12379	C2orf65
12380	ITLN1
12381	XLOC_009526
12382	XLOC_003872
12383	XLOC_004640
12384	STMN3
12385	FEZF1
12386	XLOC_003917
12388	RSPH10B
12389	DNAJB13
12392	PCGF6
12395	LINC00336
12397	SPAG6
12398	RUNX3
12399	HDAC3
12400	TRNT1
12401	PIK3CA
12403	CMC1
12404	OR2M4
12405	CORO2B
12406	FSCN1
12407	ASB13
12408	ZNF253
12409	IMPA2
12410	LOC100507418
12411	SMYD1
12412	LOC100289230
12413	PTPRZ1
12415	XLOC_014038
12416	USP3
12417	C1orf144
12419	TRNAU1AP
12421	ZNF285
12422	TEX101
12423	TEAD3
12425	RNMT
12426	FAM136A
12427	SH3BGRL3
12428	PRKRA
12429	ACSL1
12430	BST2
12431	SNX3
12432	LRRC39
12433	STARD13
12434	OCA2
12435	PPP1R21
12436	XLOC_006886
12437	S100A7
12438	PDGFA
12439	SGK1
12442	ZNF24
12443	XLOC_012229
12444	XLOC_010844
12445	C10orf55
12447	HR
12448	PTPN21
12449	XLOC_013545
12451	ZNF791
12452	GRP
12453	CDC27
12454	NKRF
12456	XLOC_008974
12457	MTX2
12458	XLOC_009089
12459	MOBP
12460	ZNF587
12461	STAG3
12462	XLOC_002058
12463	XLOC_007052
12464	QTRT1
12465	XLOC_010305
12467	PPARA
12468	CEP55
12469	CBX1
12470	LOC606724
12471	IL17B
12473	CXorf69
12477	XLOC_l2_000986
12478	XLOC_003825
12480	KCNK16
12482	XLOC_010109
12483	C18orf34
12484	TCEB3
12485	XLOC_010592
12486	ITGB1BP1
12487	TSSC1
12488	FAM48A
12489	LOC100131820
12490	LRRN2
12491	HSP90AA1
12492	C14orf33
12493	CTIF
12494	XLOC_l2_005667
12495	Q2I700
12496	ASAP3
12498	TNP2
12499	NOC3L
12500	XLOC_009971
12501	KLHDC4
12502	PPIA
12503	XLOC_010752
12504	ZNF658
12505	XLOC_l2_007835
12506	BNC2
12507	XLOC_l2_006718
12508	PPP2CA
12509	CRTC2
12510	ARHGAP35
12512	CYCS
12513	PRDM4
12515	RTN4IP1
12516	MTRNR2L4
12517	PIK3R3
12518	LOC285766
12519	PPP1R8
12520	P39194
12521	GJA3
12522	GSTA4
12523	LOC653160
12527	RPL23AP32
12528	TLK2
12529	FOXK2
12530	EYS
12531	FOXF1
12532	RRP1B
12533	SHPRH
12534	LOC100505783
12535	FAM165B
12537	GRB7
12538	SPINK13
12540	DLAT
12541	LEPREL4
12542	TGM2
12543	ABCB1
12544	RHBDD3
12545	LOC100505904
12546	XLOC_012822
12547	LOC100509507
12548	KLRG2
12549	RXFP2
12550	MTX2
12551	XLOC_l2_007478
12553	CCNL2
12554	FONG
12555	RHCE
12557	LINC00161
12558	ARMC6
12559	SLC38A9
12560	KRTAP3-1
12562	PBRM1
12563	PCMTD2
12564	LOC283454
12565	LOC100128869
12566	RGS2
12567	XLOC_003758
12568	TRMT61A
12569	SNORD12
12571	CDK18
12572	XLOC_003508
12573	ZNF507
12574	CD69
12575	SIAH1
12576	TMEM132A
12577	CACNA2D3
12578	XLOC_008919
12579	ARMC2
12580	DRGX
12581	XLOC_l2_010493
12582	XLOC_005905
12583	TADA3
12584	KRTAP12-2
12585	AMBP
12586	XLOC_008559
12587	XRN1
12588	SHQ1
12589	XLOC_013064
12590	UHRF2
12591	NANOS2
12592	NCRUPAR
12593	ERCC6
12594	IL28RA
12595	NAALAD2
12596	XLOC_014226
12597	XLOC_014279
12598	ID3
12600	RNF113A
12601	XLOC_l2_009273
12602	PRDX1
12603	PGCP
12604	SUCLA2
12606	INSL4
12607	GSTM1
12608	KREMEN2
12609	NR3C2
12610	XLOC_009306
12611	XLOC_007643
12612	ABCG8
12613	RNF213
12615	XLOC_009124
12617	FAF1
12618	LARP6
12620	ST3GAL3
12622	LOC100134240
12623	LOC100130522
12624	KRTAP10-12
12625	BARD1
12626	XLOC_l2_003944
12627	XLOC_013608
12628	MGC13053
12629	XLOC_007390
12630	XLOC_010657
12631	WHSC1
12633	KCTD17
12634	C3orf62
12636	EIF2D
12638	ANTXR2
12639	GBE1
12641	LOC100652861
12642	C5orf41
12643	LTC4S
12644	LOC148413
12645	ZIM2
12648	RPL17
12649	LOC100128054
12650	DSCAM
12651	FLJ38717
12653	GPBP1
12655	SOS2
12656	LOC100130027
12657	XLOC_003327
12658	KIRREL3
12659	OR4D9
12660	MTHFSD
12661	DRAP1
12663	EXO1
12664	LOC284628
12665	TMEM135
12666	NRG3
12667	XLOC_001644
12669	LOC149773
12670	ABCA5
12671	PPP2R3C
12672	LOC100506990
12674	YWHAG
12675	XLOC_011766
12676	MAST2
12677	FLJ13744
12678	XLOC_014280
12679	SCNN1D
12680	C7orf58
12681	FHL5
12682	PUS10
12683	CLRN1
12685	LOC145694
12686	MBOAT1
12688	SLC14A2
12689	MGAT4C
12690	RANBP2
12691	ZFP91
12692	PRO1768
12693	XLOC_013445
12695	XLOC_010265
12696	C5orf63
12697	NLRC4
12698	C4orf3
12699	BCL6B
12700	LOC100505715
12701	ROM1
12702	SAC3D1
12704	CHI3L2
12705	MOV10L1
12706	GNGT1
12707	XLOC_l2_009105
12709	GPM6A
12710	NOB1
12711	CNGA3
12712	DDX58
12713	BRWD1
12714	PPIA
12715	FBXO17
12716	SNORD59B
12717	E2F1
12718	SCN5A
12719	CCR10
12720	XLOC_001641
12721	XLOC_008603
12722	BET1L
12723	XLOC_001955
12724	ACSS1
12725	TTC13
12726	LRRC18
12727	XLOC_000767
12729	ATCAY
12730	XLOC_004195
12732	XLOC_002973
12733	ACTN4
12734	SNORA50
12735	FERMT1
12736	KIAA1267
12737	TDO2
12739	COX7B
12740	USP25
12741	LOC400891
12742	XLOC_003347
12743	TROAP
12744	NADSYN1
12745	XLOC_003313
12746	XLOC_l2_000514
12747	LOC402779
12748	C4orf32
12749	OR4F6
12750	SLC25A21
12751	ABI3BP
12753	PDLIM3
12754	TP53I13
12755	C20orf112
12756	HSPA5
12757	XLOC_012762
12758	KCNJ2
12759	C8orf75
12760	OR6K6
12761	SNORD24
12762	XLOC_012779
12763	XLOC_l2_010908
12764	APLN
12765	IFLTD1
12766	TSPY26P
12767	LOC100130938
12768	PXMP4
12769	FTL
12770	XLOC_001370
12771	KRTAP4-1
12772	XLOC_007161
12773	EIF2C4
12774	XLOC_008148
12775	ZNF30
12776	INTS5
12777	XLOC_011515
12779	MYO1D
12780	MERTK
12781	OR10G2
12782	LOC100129322
12783	LOC285965
12784	ANXA9
12785	TADA3
12786	SPANXN5
12787	DEDD2
12788	SOX8
12789	RFT1
12790	XLOC_l2_015143
12791	TAS1R1
12792	ADRA1A
12793	SLC14A1
12794	XLOC_l2_004817
12795	XLOC_009765
12796	DARC
12797	MMP12
12798	XLOC_010736
12799	LOC100505534
12800	HIPK2
12801	ERVFRD-2
12802	AAGAB
12803	PMM2
12804	HEATR5A
12805	RNPC3
12806	XLOC_004644
12808	C12orf36
12809	XLOC_009943
12810	NTAN1
12811	XLOC_004924
12812	XLOC_l2_014955
12813	SCML4
12814	NIPSNAP1
12816	BRIP1
12818	UBE2E1
12819	XLOC_013458
12821	XLOC_006422
12822	ZNF628
12823	XLOC_l2_011805
12824	FMR1
12826	LOC100506379
12829	XLOC_002473
12830	LOC100630918
12831	C4orf36
12832	SNORA3
12833	TYK2
12834	LOC100506328
12836	XLOC_002733
12839	C1QTNF9B
12840	TAF1C
12841	MRPL37
12842	XLOC_003912
12843	RMND5A
12844	CAV1
12845	XLOC_009118
12846	CDC7
12848	STL
12849	SERAC1
12850	LOC100506585
12851	N4BP3
12852	ZNF844
12853	LPCAT4
12854	SAA4
12855	C6orf226
12856	LMO2
12857	SPOCK3
12858	XLOC_006102
12859	C9orf9
12860	XLOC_001780
12861	VSIG10
12862	XLOC_013551
12863	ABCB9
12864	NEMF
12865	XLOC_013182
12866	GRP
12868	MRPL37
12869	BIRC8
12871	XPA
12872	XLOC_l2_000384
12874	Q8N7V6
12875	AKAP4
12876	LOC285889
12877	XLOC_l2_007986
12879	XLOC_010137
12880	GLRX2
12881	C12orf33
12882	SNCAIP
12883	BDNF
12885	RRP36
12886	LOC100506502
12887	LOC100509490
12888	P2RX6
12890	C19orf48
12891	LOC257396
12892	ZNF492
12893	ZNF215
12894	MRPL17
12895	SNORD114-15
12896	TP53INP1
12898	RREB1
12899	XLOC_l2_006155
12900	FBXO34
12901	COBLL1
12902	XLOC_013805
12903	XLOC_004457
12904	SFMBT2
12907	CEBPA
12908	HMOX1
12909	SEMA7A
12910	SLITRK2
12911	XLOC_014073
12912	UQCRQ
12913	ACCN1
12914	PPP2CA
12915	CYP26B1
12916	SNORD21
12917	ALDH8A1
12918	TRIM14
12919	LOC100507217
12920	PGAM4
12921	HOOK3
12922	VEGFA
12923	XLOC_011563
12925	OR51B2
12927	XLOC_006449
12928	GRIK1-AS1
12929	DUX4L4
12930	LOC400657
12931	XLOC_006082
12932	MDH1
12933	PLEKHB2
12935	NR1H2
12936	ALLC
12937	XLOC_007107
12938	IL2
12939	MTHFR
12940	SH3YL1
12941	CCDC37
12942	ANKZF1
12943	RTN3
12944	HECTD2
12945	CFTR
12946	LOC100132273
12947	XLOC_011470
12949	APC
12950	XLOC_000281
12951	XLOC_003913
12952	MRPL19
12953	FLG
12954	TBXA2R
12955	GUCY1A3
12956	DNAJC17
12957	XLOC_003204
12958	TNFRSF1A
12959	SNORA75
12960	AHDC1
12961	HS3ST3A1
12962	SSX3
12963	LOC100506107
12964	RPL23A
12965	RAP1GAP
12966	TAF4B
12967	ARTN
12968	MTMR6
12969	EIF4B
12970	XLOC_000882
12971	ZDHHC12
12972	SNORD3B-1
12973	SPIN3
12975	NEXN
12976	HOXD1
12978	PFN1P2
12979	XLOC_l2_009140
12980	ECEL1P2
12981	XLOC_008029
12983	ZBTB24
12984	XLOC_l2_000691
12985	TRAPPC10
12986	OR10A5
12987	TOP2B
12988	LOC728407
12989	XLOC_004080
12990	XLOC_010272
12991	FNDC3A
12992	WFIKKN2
12993	XLOC_009142
12994	IL25
12995	XLOC_l2_009469
12996	PSMC1
12997	XLOC_l2_007315
12998	XLOC_008552
12999	XLOC_009412
13002	DYNC1LI1
13003	HSDL1
13004	XLOC_011080
13005	NBPF10
13006	LOC100507066
13007	LMF2
13008	CLPS
13009	DPM2
13010	ALOX5
13011	LOC100506342
13013	PLAU
13014	BRP44L
13015	XLOC_004312
13016	BCL2L11
13018	XLOC_009852
13019	NOTCH2
13020	XLOC_011359
13021	XLOC_010445
13022	XLOC_l2_004640
13024	MORN1
13025	XLOC_010971
13026	SLC24A2
13027	KNTC1
13028	XLOC_l2_008692
13029	UBXN11
13030	XLOC_010106
13032	FLJ32255
13033	SLC34A3
13034	C6orf192
13035	ANO5
13036	MAP3K13
13037	DGCR11
13038	PLIN2
13040	LOC100653325
13041	WDR33
13042	MCM3AP
13044	TCP11L1
13045	FOXP2
13046	NTSR1
13047	ANKRD1
13049	LYZL4
13050	NRG1
13051	TMEM143
13052	OXR1
13053	ETV1
13054	XLOC_012226
13055	XLOC_l2_007834
13056	XLOC_002293
13057	XLOC_002851
13058	ZNF667
13059	SERPINE1
13060	PAK1IP1
13061	NT5C1A
13062	CALM3
13063	APPL2
13064	PPFIBP1
13065	XLOC_006734
13066	FLVCR1
13067	RPL36AP33
13068	XLOC_014105
13070	TEX10
13071	PDE4B
13072	SNORA31
13073	BIVM
13076	DBH
13077	ACOX2
13078	CCDC54
13079	XLOC_013778
13080	LOC100128529
13081	CRTC2
13082	ITGAV
13083	RPL35
13084	FANCA
13085	GRP
13086	LOC100129213
13087	LOC100129406
13088	XLOC_000643
13089	KRT24
