ID	GENE_SYMBOL
34900	XLOC_l2_009302
34902	KCNQ2
34903	CXorf64
34904	SREK1
34906	LTA
34907	XLOC_011436
34908	SEL1L2
34909	SMARCA4
34910	XLOC_l2_002311
34911	PRIM1
34912	XLOC_008730
34913	OR14J1
34914	STYXL1
34915	XLOC_l2_006675
34916	SRP68
34917	GTPBP2
34918	CROCCP2
34919	GPC2
34920	HERC2
34921	VRK3
34922	INTS4
34923	XLOC_012908
34924	CHPT1
34925	TRIM32
34926	XLOC_005812
34927	ARL6IP1
34928	XLOC_008924
34929	PLA2G2F
34930	XLOC_l2_012135
34931	XLOC_l2_015205
34932	FAM86B2
34933	XLOC_008149
34934	KRTAP10-2
34935	CD99P1
34936	TOMM20
34937	XLOC_000554
34938	ANKRD27
34939	ATF5
34940	HMGCS2
34941	MFNG
34944	LOC100287509
34945	TMEM222
34946	ZNF595
34947	STAT1
34949	LOC100130657
34950	APH1A
34951	CYP4B1
34952	BBX
34953	SOX18
34954	LOC100505890
34955	CFTR
34956	XLOC_003147
34957	LOC619207
34958	LOC730338
34959	ICAM5
34960	ATXN3
34961	PCDHB14
34962	ZSCAN21
34963	TMEM209
34964	FCN1
34965	XLOC_004095
34966	LOX
34967	RIMS2
34968	ERGIC3
34969	LOC157273
34970	XLOC_008636
34971	FLJ13773
34972	LAMTOR3
34973	XLOC_004590
34974	XLOC_l2_013532
34976	ZNF236
34977	XLOC_010778
34978	XLOC_012241
34979	XLOC_000546
34980	DNAJB12
34981	ATP1A2
34982	APOB
34983	CDH15
34984	OR5V1
34985	HIST1H4B
34986	XLOC_012715
34987	EMP2
34988	IL19
34989	PIGU
34990	XLOC_008975
34991	XLOC_009243
34992	XLOC_002685
34993	ZNF230
34994	MGC2752
34995	PDE3B
34997	XLOC_012142
34998	NCAPH2
34999	TAAR3
35000	XLOC_010920
35001	XLOC_l2_011901
35002	GPR33
35003	SLFN12
35004	XLOC_000389
35005	SLC24A1
35007	BCL2L13
35008	LOC100216546
35009	HHIPL1
35010	XLOC_005755
35011	DKFZP761C1711
35012	ZNF75A
35013	XLOC_l2_011793
35014	ATP2B2
35015	CISD3
35016	OPCML
35018	LOC441204
35019	SPA17
35020	ZNF133
35021	LOC284648
35023	CD248
35024	XLOC_003194
35025	XLOC_l2_013730
35026	LOC100270680
35027	IQSEC3
35028	PLEKHG7
35031	CYTL1
35033	UTS2D
35034	SPTSSA
35036	XLOC_003457
35037	PSG10P
35038	XLOC_000844
35039	FLJ32756
35040	XLOC_007807
35042	PLA2G16
35043	XLOC_004140
35044	TRIT1
35045	HN1
35046	CIZ1
35047	KTI12
35048	DUX4
35049	C3orf35
35050	XLOC_l2_001076
35051	TNFRSF10B
35052	LOC100132240
35053	XLOC_l2_007452
35054	C14orf79
35055	NARS
35056	DHRS11
35057	LOC100506465
35058	WDR87
35059	ACP1
35060	SSFA2
35061	XLOC_003775
35062	SLC6A4
35063	XLOC_l2_015938
35064	XLOC_006433
35065	P39194
35066	SHROOM3
35068	LOC100130856
35069	C3orf36
35070	A2LD1
35071	C20orf177
35073	COLEC11
35074	PPP6R2
35075	MT1A
35076	LOC727677
35078	OR13G1
35079	XLOC_011117
35080	SDHC
35081	NMI
35082	XLOC_001030
35083	MYH6
35084	KIF21B
35085	PECAM1
35086	XLOC_l2_012319
35087	C5orf4
35088	ATP1A1OS
35089	KLHDC1
35090	CCDC42B
35091	PIR
35092	LOC100129055
35093	CASP14
35094	XLOC_001922
35095	XLOC_010664
35096	ASCL4
35097	LOC100506300
35098	FLJ13224
35099	ZNF568
35100	FAM50B
35101	XLOC_009394
35102	WT1
35103	XLOC_004264
35104	FCRLA
35105	SEPT8
35106	NUP93
35107	XLOC_009382
35108	C11orf74
35109	LRRC19
35110	XLOC_007603
35112	RPL24
35113	XLOC_l2_010226
35114	NDUFS5
35115	MAD2L2
35118	NANP
35120	MAP2K7
35121	SEMA7A
35122	CYP27B1
35123	ZNF385D
35124	XLOC_004689
35125	LOC100507111
35126	OR51Q1
35127	AARSD1
35128	ZBTB4
35129	XLOC_002366
35130	XLOC_014288
35131	SYTL5
35132	TNFRSF1A
35133	LOC100132287
35134	LOC157860
35135	FLJ34503
35136	RG9MTD1
35137	XLOC_001539
35138	CCDC56
35139	SLC26A3
35140	HSPB6
35141	C20orf166-AS1
35142	XLOC_012176
35144	ATPIF1
35145	NPB
35146	XLOC_001638
35147	FLG2
35148	AKAP6
35149	LANCL3
35150	BLK
35151	XLOC_012598
35152	C20orf107
35153	XLOC_004250
35154	XLOC_001009
35155	RPL12
35156	XLOC_l2_001118
35157	ZNHIT1
35158	XLOC_004761
35159	CHP
35160	XLOC_l2_010625
35161	GPR87
35162	ZNF532
35163	ATP9B
35164	OAS1
35165	RPS7
35166	XLOC_004942
35167	DPPA4
35168	C22orf25
35170	CLTA
35171	HLA-A
35173	CCDC90A
35174	SNX24
35175	RAB5C
35176	C17orf62
35177	IL6
35178	SOCS3
35179	XLOC_009820
35180	TRMT12
35181	LOC283033
35182	CEACAM16
35183	XLOC_002742
35184	LOC644656
35185	ZNF598
35186	CDCA2
35187	human
35189	TAF8
35190	AIF1L
35191	LOC284009
35192	GBA2
35193	ADIPOQ
35194	IVL
35195	SNORA33
35196	ITGB8
35199	TMEM14C
35201	ZNF571
35202	LOC100134663
35205	ZCCHC6
35206	EDAR
35207	PCDHA10
35208	XLOC_001300
35209	HIRA
35210	KRT23
35211	TPTE2
35213	LOC729175
35214	RAB40AL
35215	BNC2
35216	RBBP7
35217	XLOC_003457
35219	PGM3
35220	UPF2
35221	CYB5A
35222	NEK6
35223	TRPC4
35224	SIAH1
35225	MINPP1
35226	RAB37
35227	ABL1
35228	RAB12
35229	SNPH
35231	XLOC_l2_010833
35232	XLOC_l2_008639
35233	LOC154860
35234	ATMIN
35235	SOCS5
35237	NCF1
35238	TET3
35239	RCL1
35240	PCDH10
35241	CCT3
35242	TGIF2LY
35243	CLDN12
35244	XLOC_001338
35245	MCHR2
35246	HEBP1
35247	RLN2
35248	XLOC_l2_000941
35250	MAGEE1
35251	XLOC_004293
35252	XLOC_l2_015336
35253	PIRT
35254	LOC340094
35257	LOC100499467
35258	GRWD1
35259	CLEC12B
35260	LOC100506447
35261	SLCO3A1
35262	LOC283033
35263	TRA2B
35264	XLOC_003742
35265	ACSM1
35266	C6orf7
35267	PSG9
35268	RSU1
35269	TBPL1
35270	INSIG2
35272	SNORA63
35274	FLJ13224
35275	IL8
35276	XLOC_010607
35277	DAD1
35278	RUFY2
35279	SCN1A
35280	KRTCAP2
35281	XLOC_010556
35283	XLOC_009782
35285	EIF2D
35286	CNBP
35287	FAM178B
35288	SIK3
35289	LRIG1
35290	LOC100132501
35291	XLOC_008560
35292	XLOC_l2_010636
35293	VDR
35294	C17orf62
35296	KANK3
35297	SLC7A11
35298	QSOX1
35299	LOC100507100
35300	XLOC_007254
35301	C17orf77
35302	KIAA1009
35303	TFRC
35304	XLOC_l2_003944
35305	EML3
35306	LAPTM4A
35307	SLCO1B7
35308	LPAR1
35309	SOHLH2
35310	FAM176B
35311	XLOC_001880
35312	XLOC_005036
35313	C6orf48
35314	IPW
35316	LOC154092
35317	LOC100132174
35318	XLOC_l2_014841
35319	MMP8
35320	SLC16A9
35321	MAZ
35322	XLOC_002841
35323	CFL1
35324	LOC100293704
35325	LOC100506965
35326	A1BG
35328	C17orf104
35329	PSMB3
35330	TACR3
35331	SMG5
35333	TRMT1
35334	LINC00467
35335	XLOC_010050
35336	PHC1
35337	ADM
35338	XLOC_008152
35339	ZNF14
35340	C8orf85
35341	XLOC_003384
35342	ADAMTSL1
35343	SHISA8
35344	XLOC_l2_012871
35345	COL4A6
35346	BRP44
35347	LYPD4
35348	KIAA1826
35349	NXF5
35350	PLCE1
35351	PTCH2
35352	RASD1
35354	XLOC_002140
35355	TMEM200C
35356	NEUROD1
35357	AQP9
35358	HDDC2
35359	XLOC_003061
35360	MAP3K14
35361	XLOC_006580
35362	FRAS1
35363	LOC284581
35364	XLOC_014357
35365	LOC401286
35366	LOC100506930
35367	XLOC_011157
35368	CCBP2
35369	PTCRA
35370	XLOC_011021
35371	XLOC_001700
35373	XLOC_006670
35374	TLR1
35375	FGFR3
35376	C14orf34
35378	LPHN3
35379	ANKRD32
35380	HCRTR1
35381	LOC100507228
35382	LOC100507055
35383	HEATR5A
35384	C17orf76
35385	HERC4
35386	LOC100302401
35387	MGC21881
35388	XLOC_006644
35389	FOXJ3
35390	MAPK10
35391	PCDHGC3
35392	XLOC_013652
35393	AVPI1
35394	HOXB4
35396	LOC100507209
35397	PPIL3
35398	C2orf70
35399	XLOC_002234
35401	LOC400743
35402	IL16
35403	XLOC_004036
35404	XLOC_012079
35405	SPRR1A
35406	GRK5
35407	CYTH4
35408	XLOC_l2_014217
35410	XLOC_l2_005276
35412	XLOC_l2_014830
35413	CCNB1
35414	GPR162
35415	ANXA3
35416	ATP6V0C
35417	XLOC_005224
35419	RASSF1
35420	LOC284276
35421	XLOC_l2_004283
35422	KIF18B
35424	XLOC_009942
35425	RNF146
35426	PRR15L
35427	HYAL2
35428	XLOC_008558
35429	ADH5
35431	MRPS23
35433	LOC100507516
35434	LOC339535
35435	LOC253573
35437	XLOC_006389
35438	PLA2G16
35440	BCL2
35441	XLOC_l2_015800
35443	ARSK
35444	P4HB
35445	TRIM36
35446	TSG1
35447	OTOF
35448	HIST1H2AM
35449	RASGRP2
35450	ZNF578
35451	XLOC_011944
35452	UTP23
35453	XLOC_l2_002502
35454	XLOC_008862
35455	LINC00184
35457	KIAA1609
35458	TUBGCP2
35459	XLOC_007918
35460	XLOC_000277
35461	PTGS2
35462	XLOC_l2_015360
35463	GLB1L3
35464	XLOC_011616
35465	ZNF101
35466	PDCD6IP
35467	MAPK1IP1L
35468	XLOC_009941
35470	TMC6
35472	GP1BB
35473	SRGAP2P1
35474	CDK2
35475	ANKZF1
35477	XLOC_l2_011959
35478	CEP70
35479	TRAPPC2
35480	PANK2
35481	CD69
35482	XLOC_009509
35483	PAAF1
35484	C14orf101
35485	CYTH2
35487	TGFA
35488	FLJ14186
35489	FBXW12
35490	LOC100130480
35491	C8orf33
35492	IPO5
35493	MYC
35494	TMEM185B
35495	GEMIN8P4
35496	PDE4DIP
35497	STK11
35498	SEMA4B
35499	CNOT1
35500	LOC100288524
35501	ABLIM3
35502	WSCD2
35503	C1orf50
35504	XLOC_007910
35506	PRSS23
35507	XLOC_004122
35508	CDH5
35509	NR2F1
35511	DCBLD2
35512	LOC284072
35513	LINC00102
35514	FLJ37644
35515	LOC731275
35517	ZBTB8OS
35518	SMURF1
35519	ATG12
35520	PLA2G16
35521	LOC100287808
35522	KDM4B
35523	XLOC_011341
35524	SNED1
35525	XLOC_l2_004381
35526	WHSC1
35527	ZNF683
35528	METTL2A
35529	TGFBRAP1
35530	DGKK
35531	MEOX1
35533	EBI3
35535	LOC100652995
35536	DUX4
35537	GABARAPL1
35538	ST8SIA1
35539	SERPINB8
35540	XLOC_l2_013808
35541	XLOC_l2_001816
35542	HN1L
35543	XLOC_006928
35544	TRIP11
35545	LENG8
35546	LOC100505902
35547	XLOC_l2_013808
35548	C9orf139
35549	XLOC_011117
35550	C4orf34
35551	FAM182B
35552	ELOF1
35553	LOC727982
35554	XLOC_007306
35555	CD52
35556	FAM205B
35557	METTL15
35558	KRT10
35559	TTLL13
35560	ITGAV
35561	ZNF160
35562	ZYG11A
35563	PSMD10
35564	ZNF532
35565	DPYSL4
35566	CTPS2
35567	COPS7B
35568	XLOC_004257
35569	PGAP3
35570	GSTP1
35571	ST13
35572	TGFB1
35573	XLOC_007465
35574	MSH6
35575	XLOC_003987
35577	PTPRC
35578	AP3D1
35579	PCDHGB1
35580	BAX
35581	TPTE2P3
35582	RBM34
35583	REG1P
35584	ETNK1
35585	PI16
35586	XLOC_013220
35587	XLOC_012522
35588	UPRT
35589	FCER1A
35590	NDEL1
35591	HBBP1
35592	LECT2
35593	Q8VGA8
35594	AGBL4
35595	RNF185
35597	LOC100507959
35598	PCK2
35599	LRFN2
35600	SFT2D2
35601	XLOC_011305
35602	DCHS2
35603	GPR180
35604	XLOC_l2_012148
35605	SLC25A2
35606	ALG10B
35607	DAD1
35608	RCOR3
35609	SLC39A1
35611	SH3PXD2B
35612	XLOC_l2_006036
35613	ZNF746
35614	XLOC_002322
35615	MARS
35616	PCDHGB6
35617	XLOC_006723
35618	OOSP1
35619	LOC100505501
35620	C19orf66
35622	XLOC_l2_005295
35623	VDAC1
35624	CHMP7
35626	HSD17B7
35627	CYB5A
35628	SPG7
35629	CYP2S1
35630	XLOC_011797
35631	GPX8
35633	DAZAP1
35634	ATF7IP
35635	FRMD4B
35636	GNAI1
35637	DRG1
35639	SOX21
35640	RN28S1
35641	MYCBPAP
35642	LOC100505899
35643	XLOC_002588
35644	ZNF500
35645	BORA
35646	CDKL3
35647	C6orf25
35648	XLOC_006329
35649	CRNN
35650	CCNB3
35651	XLOC_011523
35652	ANKHD1-EIF4EBP3
35653	LOC100131657
35654	IL1B
35655	LOC100506361
35656	SUPT3H
35657	XLOC_001776
35658	LOC100507316
35659	XLOC_000986
35660	VTN
35661	DLC1
35662	ERBB2
35663	ARPM1
35664	ATG5
35665	SUGP2
35666	TMEM120A
35669	STX12
35670	TECR
35671	XLOC_011407
35672	LOC100506923
35673	XLOC_004577
35674	RPS28
35675	PIP4K2B
35676	L2HGDH
35677	SLC39A5
35678	LINC00403
35679	XLOC_003343
35680	XLOC_l2_007456
35681	SHISA9
35682	XLOC_012643
35684	MRPL38
35685	FLJ14186
35686	FAM193A
35687	LOC100129223
35688	MNDA
35689	SNX12
35690	IL1A
35691	PHLDB1
35692	LOC648771
35694	HTR3A
35695	ACP5
35697	PCYOX1L
35700	XLOC_005434
35701	CXCR4
35702	RERE
35703	SLC36A2
35704	XCR1
35705	DIAPH1
35706	C22orf37
35708	OR51A2
35709	LCMT2
35710	TINAG
35711	CADPS2
35712	MARCH1
35713	XLOC_004907
35714	PRELID2
35715	MGC57346
35716	IDO2
35717	SKIV2L2
35718	XLOC_003327
35719	XLOC_003629
35720	XLOC_006380
35721	LOC401320
35722	XLOC_011674
35723	NDOR1
35724	PRDX4
35725	HOTTIP
35726	KPNA5
35729	MAX
35730	LOC388692
35731	BPI
35732	PRDM9
35733	SUFU
35734	C4orf40
35735	XLOC_l2_015373
35737	XLOC_007595
35738	XLOC_006088
35739	BCL2L11
35740	XLOC_002358
35741	TRIM32
35743	HDAC2
35744	SLIT1
35746	LOC100133050
35747	APOBEC3D
35748	AZFP
35749	SERPINB1
35750	LOC728228
35751	TUBB2B
35752	XLOC_013387
35755	XLOC_000980
35756	MDM4
35758	XLOC_006028
35759	AP4B1
35760	SLC22A8
35761	AGPAT5
35762	XLOC_007955
35763	XLOC_002142
35764	MRPL22
35765	NPC2
35766	LOC100506229
35767	GRIP2
35768	XLOC_011344
35769	PINK1
35770	DPYD
35772	ACTB
35773	CTAGE4
35774	XLOC_012754
35775	MED10
35776	LOC100652916
35777	RPS15A
35779	XRCC3
35780	PRIM2
35781	ACOT7
35782	Q9B8G3
35785	ATP2A1
35786	XLOC_002588
35788	SNRPE
35789	SDHA
35790	HERC2
35791	LIPJ
35792	XLOC_l2_005672
35793	BCAT2
35794	ATP2B4
35795	XLOC_l2_007586
35796	MARCH6
35797	LOC285375
35798	XLOC_006010
35799	DNMT1
35800	CD3D
35801	CT45A1
35802	ACE
35803	ATXN3L
35804	C21orf30
35806	PMS1
35807	THYN1
35808	TERT
35809	BET1L
35810	QPCT
35812	GDNF
35814	CD101
35815	XLOC_005454
35819	C5orf30
35820	MORF4L2
35821	ARHGAP19
35822	SLC9A7P1
35823	OR7C2
35824	CELF2
35825	LOC286059
35826	LAMTOR3
35827	RNU11
35828	XLOC_006830
35829	XLOC_l2_002033
35830	CD1A
35831	ARGLU1
35833	XLOC_002913
35834	FLJ45983
35835	XLOC_007119
35836	UPB1
35837	TMF1
35838	COL4A3BP
35839	EDN1
35840	CD200
35841	IQCA1
35842	A2MP1
35843	XLOC_l2_015952
35844	ZNF684
35845	LINC00222
35846	BTN2A2
35847	LOC100506930
35848	CHAC1
35849	HRAS
35850	XLOC_013973
35851	ANTXR2
35852	FZD1
35853	XLOC_l2_015923
35854	NPC1
35855	H19
35856	EIF2B3
35857	XLOC_014420
35858	SRRT
35859	XLOC_003970
35860	PPWD1
35862	EIF4EBP2
35864	CCR3
35865	FAM176A
35867	HLA-DMA
35868	XLOC_009323
35869	BABAM1
35870	RG9MTD1
35871	C11orf67
35872	DCAF12L1
35873	XLOC_006883
35875	OR51G1
35876	PSEN1
35877	ZNF300
35878	PCP4
35879	LRRC37BP1
35881	XLOC_009908
35882	ACTR3C
35883	GNB1L
35884	XLOC_006505
35886	PGK1
35887	TARS2
35888	WDR16
35889	XLOC_004423
35890	CCRL1
35891	AP2B1
35892	MGMT
35893	XLOC_012900
35896	XLOC_013504
35897	ZC3H14
35898	FAM122B
35899	LOC401286
35900	RPRML
35901	XLOC_004458
35902	LOC100506972
35903	TSPAN4
35904	C18orf21
35905	TRPC4
35906	XLOC_013309
35907	AK5
35908	GPR34
35909	XLOC_001315
35910	XLOC_013448
35911	MTAP
35912	LOC100507092
35914	DUSP23
35915	UTRN
35916	LOC100130587
35917	XLOC_013950
35918	LGI1
35919	PLCZ1
35920	XLOC_005285
35922	C18orf25
35923	XLOC_012453
35924	XLOC_002603
35925	TARP
35926	LOC100506125
35928	MLKL
35929	SLC6A1
35930	IL6ST
35931	ADM
35932	DNAI2
35933	OSCAR
35935	CHST13
35936	XLOC_007211
35938	LOC728537
35939	XLOC_004982
35941	NUDT16L1
35942	IFITM1
35943	ARPC5
35944	XLOC_001663
35945	XLOC_003484
35946	KLF12
35947	SHANK2
35949	XLOC_003940
35950	XLOC_000685
35951	SNHG11
35952	B3GALT1
35953	IQCF5
35954	FAM19A4
35955	XLOC_008050
35957	FAM65C
35959	TTC15
35960	TULP2
35961	CCR5
35962	ZBTB11
35963	CPNE7
35964	ZNF227
35965	EIF5B
35966	CASP3
35967	HAS2
35968	ELMO1
35969	ERMN
35970	ELK1
35971	NARS
35972	PHF8
35973	DCD
35974	FAM53C
35975	RMI1
35976	GGT1
35977	PRDM5
35978	XLOC_l2_013741
35979	LOC100652906
35980	XLOC_001512
35981	XLOC_002368
35984	GREB1L
35986	FAM118A
35987	XLOC_003546
35989	MMP20
35991	FLVCR1
35992	SIRPB1
35993	LINC00087
35994	KCNT1
35995	FSHR
35996	XLOC_007419
35997	LOC100652730
35999	MEX3B
36000	ZIC5
36001	C9orf23
36002	STMN2
36003	PEX7
36004	HYI
36005	LOC100129596
36006	XLOC_002452
36007	PHACTR2
36008	PCDHGB8P
36009	FZD5
36010	XLOC_000916
36011	LOC100507465
36013	XLOC_013785
36014	LRIG1
36015	LOC100131176
36016	SRSF3
36017	ERVMER34-1
36018	XLOC_001748
36019	LOC400680
36020	PRKDC
36021	XLOC_007914
36022	ST8SIA6
36023	NASP
36024	XLOC_001148
36025	PMFBP1
36026	NPY
36027	LOC100289255
36028	XLOC_012747
36029	XLOC_011371
36030	PLEKHJ1
36031	NLGN1
36032	DEFB121
36033	IL25
36034	ZNF146
36035	XLOC_011942
36036	RHOQ
36037	DSCC1
36038	LOC340090
36039	XLOC_009247
36040	XLOC_003550
36041	ZNF549
36042	LOC340094
36043	NUDT3
36045	PSMA3
36046	C3orf49
36049	CST8
36050	RGS1
36052	C15orf61
36053	LOC100652856
36054	XLOC_001211
36055	PCDHB1
36056	TTTY13
36057	PLOD1
36058	DNAJC16
36059	EDC3
36060	FBF1
36061	ORC4
36062	PRKACA
36063	SMG1
36064	CCNK
36065	TMPRSS12
36066	XLOC_001457
36067	XLOC_l2_013931
36068	SLIT2-IT1
36069	C1R
36070	C3orf54
36071	XLOC_007052
36072	XLOC_007617
36073	MAP2K3
36075	XLOC_004652
36077	XLOC_l2_010415
36078	CMAHP
36079	XLOC_009206
36080	ERGIC2
36081	CCDC54
36082	XLOC_003853
36083	PPAN
36085	HNRNPA1L2
36086	XLOC_l2_008214
36087	XLOC_l2_011967
36088	TACR3
36089	GRIP1
36090	SEMA4D
36092	ZEB1
36093	UBE2D3
36094	STK25
36095	XLOC_004325
36096	SLC25A41
36097	XLOC_004067
36098	CTNND2
36099	LOC100129888
36100	MPP5
36101	ATP9B
36102	XLOC_014097
36103	AP1S3
36105	SNORD35B
36106	CWH43
36107	XLOC_012724
36109	XLOC_000855
36110	LINC00111
36111	RAB3D
36112	LOC285095
36113	ZFYVE28
36114	XLOC_009911
36115	XLOC_005764
36116	XLOC_007663
36117	ELK4
36118	LSM4
36120	FAAH2
36122	USP39
36123	MRPS23
36126	XLOC_007628
36127	SPATA9
36129	KATNA1
36130	MAGT1
36131	SMARCAD1
36132	SUMO3
36133	C12orf47
36134	XLOC_011797
36135	XLOC_l2_002276
36136	SLC17A1
36137	GBP6
36139	RBFOX2
36140	HLA-DPA1
36141	TNFAIP8
36142	SGK196
36143	SCAF11
36145	DIS3L2
36146	XLOC_012626
36147	LOC100131234
36148	RCSD1
36149	LOC283486
36150	CHRNA3
36151	MAPK3
36152	LOC284080
36153	LOC100507645
36154	POU2F3
36155	SLC6A5
36156	XLOC_005299
36157	SLC15A4
36158	XLOC_014103
36159	LOC100506352
36160	XLOC_l2_002790
36161	GALNT1
36162	CRISP3
36163	UBE2DNL
36164	KIF9
36165	LOC100509541
36166	XLOC_010490
36167	CD14
36168	XLOC_003557
36169	FBXO10
36170	LRRC58
36171	EID2B
36173	POLK
36175	RGS10
36176	C18orf8
36177	NGEF
36178	XLOC_008111
36179	C8orf71
36180	XLOC_010732
36181	LOC100506965
36182	CLDN23
36183	XLOC_005529
36184	FLJ42351
36185	TNFSF10
36186	LOC100506694
36187	C6orf130
36188	NOB1
36189	C5orf44
36190	C21orf59
36191	XLOC_l2_007586
36192	HNRNPA1
36193	LOC100653103
36194	WIPF2
36195	XLOC_001515
36196	SGSM3
36197	XLOC_004708
36198	XLOC_005578
36199	TRIM6
36201	FAM87A
36202	XLOC_001797
36203	XLOC_007641
36204	FAM118A
36205	LOC100506452
36206	ACSM1
36207	HMGN5
36208	COLEC11
36209	TUFT1
36210	RPL13
36211	COL20A1
36212	XLOC_009087
36213	XLOC_007875
36214	XLOC_007534
36215	C5orf27
36216	XLOC_002965
36217	TWSG1
36218	LOC285577
36219	FSHR
36220	XLOC_010268
36221	MBD1
36222	FLJ42875
36223	HSD17B3
36224	SCN3B
36225	XLOC_005355
36228	ACTB
36229	LCK
36230	SMA4
36231	BIRC5
36232	TRAM1
36233	PCSK1N
36234	CCL25
36235	SUGP1
36236	BREA2
36238	LOC100506374
36239	TRIM60
36240	XLOC_006915
36241	WNT10A
36242	CCDC130
36243	KCNS3
36244	EGFEM1P
36245	C15orf63
36246	ARHGAP29
36247	LCP2
36248	TBCB
36249	XLOC_l2_010118
36250	XLOC_012006
36251	AFTPH
36252	MLK7-AS1
36254	PIGV
36255	TAC1
36256	JDP2
36257	SLC6A15
36258	ECE2
36259	PVT1
36260	PIWIL3
36261	XLOC_l2_010772
36262	DTX1
36263	KLC1
36266	ST8SIA2
36267	VSIG10
36268	XLOC_007402
36269	ZNF292
36270	USP38
36271	XLOC_l2_008203
36273	LOC284240
36274	ZBTB20
36275	F9
36276	SZT2
36277	ACAD10
36278	CSGALNACT2
36279	SLC26A7
36280	ZZZ3
36281	TRAM1
36282	SUSD4
36283	XLOC_010324
36285	C12orf63
36286	FMOD
36287	LACTB
36289	XLOC_013356
36290	XLOC_001149
36294	TMEM8C
36296	XLOC_002003
36297	TAS2R13
36299	XLOC_014111
36300	LOC388210
36301	PTEN
36303	TRIM69
36304	SEPT11
36305	LOC152586
36306	SNORA70B
36309	C2orf15
36310	SEMA3A
36311	ZNF354C
36312	XLOC_l2_005667
36313	HCFC2
36314	ACE
36316	ZC3H12D
36317	LOC645586
36318	XLOC_006578
36319	FLJ44124
36320	XLOC_l2_003885
36322	PDZRN4
36323	MBD1
36324	ABP1
36325	MRPL44
36326	XLOC_009458
36327	XLOC_010505
36329	FAM89A
36330	OAZ2
36331	IFT43
36332	IL1B
36333	TIA1
36334	PIK3C3
36335	LOC100505692
36336	KIN
36337	LOC92249
36338	UPP2
36339	HSPA1A
36340	SHC1
36341	XLOC_l2_009182
36342	XLOC_011090
36344	MIR7-3HG
36345	POLM
36346	TBRG4
36347	GTF3C3
36348	GHSR
36349	GPR133
36350	LOC143286
36351	CYP2J2
36352	XLOC_l2_005915
36353	DEFA8P
36354	LOC100508196
36355	MAB21L1
36358	SNORA60
36359	XLOC_003364
36360	NFATC2
36361	BCL2L2
36362	PRCD
36363	ORAI3
36364	CCT4
36365	XLOC_011215
36366	LOC100652912
36367	XLOC_010866
36368	TNR
36369	RPS19BP1
36370	LOC100652755
36371	CCDC72
36372	NOP10
36373	MAF1
36374	ST7L
36375	DDX11
36376	VPS72
36377	LOC728503
36378	CDKAL1
36380	LOC100505964
36381	CXCR4
36382	TOP2A
36383	SNTN
36384	FRY
36385	DTL
36386	LOC100126447
36387	LOC100628314
36388	LOC389043
36389	CCNY
36390	XLOC_l2_002910
36393	C6orf164
36395	EFCAB11
36396	PROSER1
36397	ATG9B
36398	CNTD2
36399	SCAMP4
36400	ATG4D
36401	XLOC_006323
36402	LRP11
36403	ZNF813
36404	LRRC7
36405	XLOC_000182
36406	CLEC1B
36407	GBA3
36408	ZNF114
36409	EPHB1
36410	LINC00273
36411	FLJ22447
36412	XLOC_008047
36413	LOC339803
36414	SERF2
36415	C1orf106
36416	LINC00442
36417	C7orf62
36419	SNORA11
36420	XLOC_002198
36421	UPK3A
36422	LOC154761
36425	SERPINB12
36426	MOCS1
36427	SLC25A17
36428	MAN2C1
36429	PREP
36430	PDGFA
36431	UNG
36432	ZNF618
36433	TOR2A
36434	ENHO
36435	TNKS2
36436	TMEM55A
36437	LOC154822
36438	KIRREL3
36439	SRP68
36440	OR10R3P
36441	WRNIP1
36442	LOC100130231
36443	HNRPDL
36444	DFFA
36445	XLOC_l2_003073
36446	KDM3B
36449	CELF2
36450	THPO
36451	XLOC_013786
36452	ZNF195
36453	PCP4
36454	KIF25
36455	B4GALNT4
36456	HLA-DQB1
36457	PPP1R15A
36458	XLOC_005791
36460	PRPF4B
36462	SERINC3
36463	GNAI1
36464	PLXNA4
36465	OR6S1
36466	WDR7
36467	RORA
36468	XLOC_000207
36469	ACE
36470	ARAP3
36471	PPP1R42
36472	CATSPER2
36473	SLC22A2
36474	VSIG10
36476	NTM
36478	RPS6KC1
36479	SCGB1D1
36480	LOC100133299
36481	ZNF524
36482	MTHFD2
36483	HIST1H4F
36484	LOC100131089
36486	LOC100131043
36487	LOC158572
36488	C15orf27
36489	HSF5
36490	KIAA1199
36491	OR51B2
36494	XLOC_009765
36495	TMEM50B
36496	LOC100506957
36497	DIS3L2
36498	ING3
36499	C10orf32
36500	ATP6V0B
36501	TRIM61
36502	HEPN1
36503	HABP2
36504	DTX3L
36505	AKR1C4
36506	XLOC_009111
36507	LOC399900
36508	XLOC_005747
36509	GOLGA4
36510	LOC100653259
36511	XLOC_007221
36513	C10orf12
36515	XLOC_013154
36516	LOC388946
36519	XLOC_005205
36520	SIDT1
36521	EGFL8
36522	LINC00284
36524	XLOC_000303
36525	CBFB
36526	XLOC_005209
36527	CCDC88B
36528	XLOC_012688
36529	ESPN
36531	CEBPB
36532	MUC20
36533	XDH
36534	MBD4
36535	GATA4
36536	MMP1
36537	XLOC_001626
36538	RGS3
36540	ZDHHC17
36541	XLOC_013474
36542	XLOC_l2_014585
36543	XLOC_002612
36544	LCK
36546	LOC645206
36547	ATXN7L1
36549	KCNK10
36550	SLC4A8
36551	XLOC_l2_013594
36552	GUSBP11
